case_type,customer_name,customer_email,customer_contact,attempt_count,contact_count,days_overdue,hours_since_notification,salary_proximity_days,mandate_revoked,promised_to_pay,failure_code,amount,txn_id,recovered
mandate_failure,Diya Kapoor,diya.kapoor908@example.com,+910001075878,0,0,0,72.0,-14,False,False,bank_timeout,199.0,HIST-0040,False
mandate_failure,Vikram Verma,vikram.verma771@example.com,+917677404111,2,0,0,69.0,1,False,False,do_not_honor,499.0,HIST-0041,False
mandate_failure,Meera Iyer,meera.iyer812@example.com,+916010206486,0,0,0,24.0,4,False,False,insufficient_funds,999.0,HIST-0042,True
mandate_failure,Aarav Khan,aarav.khan709@example.com,+913130613854,1,0,0,65.0,12,False,False,bank_timeout,199.0,HIST-0043,True
mandate_failure,Ananya Pillai,ananya.pillai541@example.com,+912354625381,2,0,0,89.0,-3,False,False,do_not_honor,199.0,HIST-0044,False
mandate_failure,Sara Pillai,sara.pillai134@example.com,+918202537535,1,0,0,39.0,11,False,False,insufficient_funds,199.0,HIST-0045,False
mandate_failure,Karan Nair,karan.nair919@example.com,+910234412053,1,0,0,66.0,5,False,False,bank_timeout,499.0,HIST-0046,True
mandate_failure,Riya Gupta,riya.gupta786@example.com,+913413454384,2,0,0,90.0,-12,False,False,bank_timeout,499.0,HIST-0047,True
mandate_failure,Arjun Mehta,arjun.mehta269@example.com,+917224734010,2,0,0,29.0,-14,False,False,bank_timeout,99.0,HIST-0048,False
mandate_failure,Diya Khan,diya.khan173@example.com,+916206803767,0,0,0,67.0,-8,False,False,insufficient_funds,999.0,HIST-0049,True
mandate_failure,Aditya Reddy,aditya.reddy501@example.com,+918084632661,2,0,0,48.0,4,False,False,insufficient_funds,999.0,HIST-0050,False
mandate_failure,Aarav Rao,aarav.rao525@example.com,+914161378885,2,0,0,34.0,5,False,False,bank_timeout,1499.0,HIST-0051,True
mandate_failure,Vikram Reddy,vikram.reddy328@example.com,+910760344812,2,0,0,69.0,-14,False,False,risk_block,199.0,HIST-0052,False
mandate_failure,Ananya Iyer,ananya.iyer490@example.com,+918564002277,1,0,0,72.0,-3,False,False,do_not_honor,499.0,HIST-0053,False
mandate_failure,Karan Sharma,karan.sharma724@example.com,+913647387244,1,0,0,55.0,0,False,False,risk_block,1499.0,HIST-0054,False
mandate_failure,Rahul Verma,rahul.verma849@example.com,+913354744003,1,0,0,36.0,-3,False,False,risk_block,999.0,HIST-0055,False
mandate_failure,Rohan Iyer,rohan.iyer259@example.com,+910586432155,0,0,0,61.0,6,False,False,insufficient_funds,99.0,HIST-0056,False
mandate_failure,Karan Singh,karan.singh620@example.com,+917486584628,2,0,0,32.0,-13,False,False,bank_timeout,499.0,HIST-0057,False
mandate_failure,Vikram Khan,vikram.khan649@example.com,+914853808127,1,0,0,24.0,-5,True,False,bank_timeout,1499.0,HIST-0058,False
mandate_failure,Ishaan Mehta,ishaan.mehta776@example.com,+918478742823,0,0,0,63.0,-9,False,False,bank_timeout,999.0,HIST-0059,False
mandate_failure,Diya Das,diya.das444@example.com,+917200380308,1,0,0,24.0,8,False,False,bank_timeout,999.0,HIST-0060,False
mandate_failure,Sneha Reddy,sneha.reddy800@example.com,+913082052730,2,0,0,26.0,1,False,False,do_not_honor,199.0,HIST-0061,False
mandate_failure,Riya Das,riya.das610@example.com,+916223743778,1,0,0,32.0,-3,False,False,do_not_honor,299.0,HIST-0062,False
mandate_failure,Diya Das,diya.das188@example.com,+916063463748,1,0,0,33.0,1,False,False,insufficient_funds,1499.0,HIST-0063,True
mandate_failure,Priya Pillai,priya.pillai854@example.com,+916650348143,0,0,0,49.0,-13,True,False,insufficient_funds,99.0,HIST-0064,False
mandate_failure,Ananya Nair,ananya.nair453@example.com,+918573437886,0,0,0,88.0,-5,False,False,do_not_honor,2999.0,HIST-0065,False
mandate_failure,Neha Nair,neha.nair890@example.com,+918248615550,0,0,0,36.0,-6,False,False,insufficient_funds,299.0,HIST-0066,False
mandate_failure,Priya Sharma,priya.sharma283@example.com,+910527575374,2,0,0,82.0,-8,False,False,risk_block,999.0,HIST-0067,False
mandate_failure,Diya Singh,diya.singh470@example.com,+911152035287,0,0,0,91.0,-14,False,False,insufficient_funds,499.0,HIST-0068,False
mandate_failure,Isha Nair,isha.nair41@example.com,+910250842472,0,0,0,51.0,4,False,False,insufficient_funds,1499.0,HIST-0069,False
mandate_failure,Sneha Kapoor,sneha.kapoor449@example.com,+911824323102,0,0,0,31.0,-15,False,False,risk_block,99.0,HIST-0070,False
mandate_failure,Aditya Sharma,aditya.sharma333@example.com,+913347474222,1,0,0,73.0,11,False,False,insufficient_funds,2999.0,HIST-0071,False
mandate_failure,Arjun Nair,arjun.nair247@example.com,+918404476115,0,0,0,30.0,13,False,False,insufficient_funds,99.0,HIST-0072,False
mandate_failure,Aarav Singh,aarav.singh32@example.com,+911065420525,0,0,0,85.0,-7,False,False,bank_timeout,499.0,HIST-0073,False
mandate_failure,Sara Iyer,sara.iyer895@example.com,+916872228548,0,0,0,76.0,-4,False,False,risk_block,999.0,HIST-0074,False
mandate_failure,Vikram Mehta,vikram.mehta798@example.com,+911521435270,1,0,0,25.0,-4,False,False,insufficient_funds,1499.0,HIST-0075,True
mandate_failure,Riya Rao,riya.rao844@example.com,+916267218152,2,0,0,28.0,6,False,False,insufficient_funds,99.0,HIST-0076,True
mandate_failure,Priya Verma,priya.verma990@example.com,+912080485531,2,0,0,62.0,-3,False,False,risk_block,99.0,HIST-0077,False
mandate_failure,Priya Gupta,priya.gupta721@example.com,+910451235871,0,0,0,85.0,-8,False,False,do_not_honor,99.0,HIST-0078,False
mandate_failure,Sneha Joshi,sneha.joshi610@example.com,+911443664665,2,0,0,54.0,-11,False,False,bank_timeout,1499.0,HIST-0079,False
mandate_failure,Rahul Sharma,rahul.sharma36@example.com,+917343380685,1,0,0,49.0,-11,False,False,bank_timeout,299.0,HIST-0080,False
mandate_failure,Isha Kapoor,isha.kapoor200@example.com,+918788213476,1,0,0,61.0,-3,False,False,risk_block,999.0,HIST-0081,False
mandate_failure,Riya Rao,riya.rao533@example.com,+917853078677,0,0,0,55.0,-9,True,False,insufficient_funds,1499.0,HIST-0082,False
mandate_failure,Arjun Iyer,arjun.iyer978@example.com,+918376875352,1,0,0,53.0,-4,False,False,do_not_honor,499.0,HIST-0083,False
mandate_failure,Neha Pillai,neha.pillai504@example.com,+914013333612,0,0,0,25.0,-5,False,False,bank_timeout,199.0,HIST-0084,True
mandate_failure,Isha Iyer,isha.iyer99@example.com,+914657324181,1,0,0,42.0,-1,True,False,do_not_honor,99.0,HIST-0085,False
mandate_failure,Aarav Khan,aarav.khan90@example.com,+918256470221,0,0,0,79.0,12,False,False,bank_timeout,299.0,HIST-0086,True
mandate_failure,Rahul Joshi,rahul.joshi981@example.com,+913850318224,2,0,0,68.0,8,False,False,insufficient_funds,1499.0,HIST-0087,True
mandate_failure,Aditya Iyer,aditya.iyer82@example.com,+912410735466,2,0,0,31.0,-3,False,False,insufficient_funds,299.0,HIST-0088,True
mandate_failure,Pooja Sharma,pooja.sharma207@example.com,+915831286032,0,0,0,53.0,5,False,False,bank_timeout,999.0,HIST-0089,False
mandate_failure,Priya Gupta,priya.gupta878@example.com,+916175763446,0,0,0,26.0,-11,False,False,insufficient_funds,199.0,HIST-0090,True
mandate_failure,Rahul Sharma,rahul.sharma776@example.com,+912424443473,0,0,0,92.0,-10,False,False,insufficient_funds,299.0,HIST-0091,False
mandate_failure,Vikram Pillai,vikram.pillai147@example.com,+911348112703,0,0,0,89.0,-6,False,False,risk_block,99.0,HIST-0092,False
mandate_failure,Karan Pillai,karan.pillai400@example.com,+914451781776,0,0,0,90.0,10,False,False,do_not_honor,1499.0,HIST-0093,False
mandate_failure,Neha Sharma,neha.sharma930@example.com,+913075506577,1,0,0,44.0,-2,True,False,risk_block,199.0,HIST-0094,False
mandate_failure,Karan Mehta,karan.mehta992@example.com,+912270347131,1,0,0,90.0,-11,False,False,do_not_honor,499.0,HIST-0095,False
mandate_failure,Meera Rao,meera.rao719@example.com,+914255504584,0,0,0,95.0,6,True,False,insufficient_funds,299.0,HIST-0096,False
mandate_failure,Vikram Pillai,vikram.pillai449@example.com,+912866284465,2,0,0,50.0,7,False,False,insufficient_funds,299.0,HIST-0097,False
mandate_failure,Kabir Reddy,kabir.reddy893@example.com,+915165468231,2,0,0,57.0,-3,False,False,insufficient_funds,999.0,HIST-0098,False
mandate_failure,Meera Singh,meera.singh92@example.com,+912615652072,2,0,0,85.0,14,False,False,insufficient_funds,199.0,HIST-0099,False
mandate_failure,Rahul Kapoor,rahul.kapoor172@example.com,+911726122268,2,0,0,63.0,1,False,False,insufficient_funds,2999.0,HIST-0100,True
mandate_failure,Arjun Joshi,arjun.joshi609@example.com,+916225026843,0,0,0,52.0,1,False,False,bank_timeout,499.0,HIST-0101,False
mandate_failure,Isha Joshi,isha.joshi362@example.com,+913187722746,2,0,0,82.0,-5,False,False,do_not_honor,499.0,HIST-0102,False
mandate_failure,Ananya Pillai,ananya.pillai923@example.com,+912788068626,1,0,0,41.0,6,False,False,do_not_honor,999.0,HIST-0103,False
mandate_failure,Karan Nair,karan.nair305@example.com,+912453321572,1,0,0,26.0,-15,False,False,insufficient_funds,2999.0,HIST-0104,False
mandate_failure,Rohan Verma,rohan.verma838@example.com,+912166511348,0,0,0,54.0,-15,False,False,insufficient_funds,2999.0,HIST-0105,False
mandate_failure,Sneha Pillai,sneha.pillai290@example.com,+918508157224,1,0,0,75.0,-12,False,False,bank_timeout,2999.0,HIST-0106,True
mandate_failure,Vikram Iyer,vikram.iyer423@example.com,+914424267508,1,0,0,30.0,-12,False,False,risk_block,99.0,HIST-0107,False
mandate_failure,Ishaan Pillai,ishaan.pillai320@example.com,+912241310366,2,0,0,89.0,10,False,False,bank_timeout,299.0,HIST-0108,False
mandate_failure,Vikram Reddy,vikram.reddy321@example.com,+912667141821,0,0,0,35.0,-5,False,False,risk_block,2999.0,HIST-0109,False
mandate_failure,Diya Sharma,diya.sharma510@example.com,+910200376003,1,0,0,25.0,-10,False,False,bank_timeout,999.0,HIST-0110,False
mandate_failure,Ishaan Gupta,ishaan.gupta822@example.com,+914447003346,2,0,0,60.0,-9,False,False,insufficient_funds,299.0,HIST-0111,False
mandate_failure,Arjun Khan,arjun.khan309@example.com,+913315156816,0,0,0,27.0,-10,False,False,insufficient_funds,99.0,HIST-0112,True
mandate_failure,Vikram Kapoor,vikram.kapoor989@example.com,+917185148317,2,0,0,37.0,-1,False,False,risk_block,2999.0,HIST-0113,False
mandate_failure,Sara Kapoor,sara.kapoor945@example.com,+912260564373,1,0,0,91.0,-14,False,False,insufficient_funds,999.0,HIST-0114,False
mandate_failure,Karan Joshi,karan.joshi260@example.com,+912326073513,1,0,0,46.0,-10,False,False,insufficient_funds,99.0,HIST-0115,False
mandate_failure,Karan Kapoor,karan.kapoor843@example.com,+910300158657,0,0,0,83.0,-1,False,False,risk_block,199.0,HIST-0116,False
mandate_failure,Sara Khan,sara.khan60@example.com,+913145412601,0,0,0,54.0,-12,False,False,insufficient_funds,299.0,HIST-0117,False
mandate_failure,Vivaan Verma,vivaan.verma651@example.com,+917123320433,1,0,0,81.0,-9,False,False,do_not_honor,199.0,HIST-0118,True
mandate_failure,Sneha Kapoor,sneha.kapoor100@example.com,+916001453117,2,0,0,61.0,6,False,False,bank_timeout,99.0,HIST-0119,False
mandate_failure,Meera Sharma,meera.sharma210@example.com,+913024805878,0,0,0,62.0,0,False,False,risk_block,199.0,HIST-0120,False
mandate_failure,Sara Pillai,sara.pillai380@example.com,+917375415211,2,0,0,66.0,-15,False,False,insufficient_funds,1499.0,HIST-0121,False
mandate_failure,Riya Reddy,riya.reddy439@example.com,+913753878636,2,0,0,51.0,2,False,False,do_not_honor,299.0,HIST-0122,False
mandate_failure,Sara Nair,sara.nair554@example.com,+913283034021,1,0,0,39.0,11,False,False,bank_timeout,2999.0,HIST-0123,False
mandate_failure,Pooja Rao,pooja.rao532@example.com,+912478815068,2,0,0,31.0,-3,False,False,risk_block,99.0,HIST-0124,False
mandate_failure,Rahul Pillai,rahul.pillai5@example.com,+915086850036,1,0,0,57.0,-9,True,False,risk_block,199.0,HIST-0125,False
mandate_failure,Neha Singh,neha.singh935@example.com,+912778375026,0,0,0,39.0,0,False,False,bank_timeout,199.0,HIST-0126,True
mandate_failure,Aditya Verma,aditya.verma962@example.com,+917771858753,2,0,0,58.0,0,False,False,insufficient_funds,299.0,HIST-0127,False
mandate_failure,Karan Pillai,karan.pillai728@example.com,+915838313117,0,0,0,74.0,-7,False,False,bank_timeout,1499.0,HIST-0128,False
mandate_failure,Rohan Sharma,rohan.sharma24@example.com,+918444365156,1,0,0,26.0,-11,False,False,insufficient_funds,1499.0,HIST-0129,False
mandate_failure,Isha Mehta,isha.mehta930@example.com,+911415143104,0,0,0,53.0,10,False,False,insufficient_funds,2999.0,HIST-0130,False
mandate_failure,Isha Joshi,isha.joshi651@example.com,+918775331330,2,0,0,93.0,-1,True,False,do_not_honor,299.0,HIST-0131,False
mandate_failure,Ananya Kapoor,ananya.kapoor545@example.com,+912483028678,0,0,0,91.0,10,False,False,insufficient_funds,99.0,HIST-0132,False
mandate_failure,Priya Sharma,priya.sharma914@example.com,+917563748018,0,0,0,44.0,0,False,False,insufficient_funds,1499.0,HIST-0133,True
mandate_failure,Priya Verma,priya.verma673@example.com,+917164718573,2,0,0,45.0,9,False,False,insufficient_funds,2999.0,HIST-0134,False
mandate_failure,Aditya Pillai,aditya.pillai898@example.com,+911836644473,1,0,0,30.0,-12,False,False,insufficient_funds,199.0,HIST-0135,True
mandate_failure,Neha Rao,neha.rao724@example.com,+914187500217,2,0,0,51.0,-9,False,False,risk_block,199.0,HIST-0136,False
mandate_failure,Aditya Das,aditya.das976@example.com,+910250318011,2,0,0,62.0,-7,False,False,do_not_honor,299.0,HIST-0137,False
mandate_failure,Pooja Iyer,pooja.iyer507@example.com,+917755758131,1,0,0,68.0,-2,False,False,insufficient_funds,99.0,HIST-0138,False
mandate_failure,Rahul Nair,rahul.nair770@example.com,+911431521516,0,0,0,75.0,8,False,False,insufficient_funds,1499.0,HIST-0139,False
mandate_failure,Arjun Pillai,arjun.pillai762@example.com,+911705444048,0,0,0,60.0,0,False,False,risk_block,499.0,HIST-0140,False
mandate_failure,Sara Pillai,sara.pillai67@example.com,+916522655058,2,0,0,58.0,-7,False,False,do_not_honor,499.0,HIST-0141,False
mandate_failure,Vikram Singh,vikram.singh719@example.com,+915678345176,1,0,0,80.0,5,False,False,insufficient_funds,999.0,HIST-0142,False
mandate_failure,Riya Kapoor,riya.kapoor371@example.com,+915357340644,2,0,0,33.0,-5,False,False,insufficient_funds,999.0,HIST-0143,False
mandate_failure,Kabir Joshi,kabir.joshi114@example.com,+916286250087,1,0,0,47.0,-6,False,False,insufficient_funds,199.0,HIST-0144,True
mandate_failure,Aditya Rao,aditya.rao760@example.com,+911671637471,0,0,0,33.0,-4,False,False,insufficient_funds,199.0,HIST-0145,False
mandate_failure,Vikram Kapoor,vikram.kapoor149@example.com,+910342756071,0,0,0,48.0,-8,False,False,bank_timeout,499.0,HIST-0146,True
mandate_failure,Kabir Gupta,kabir.gupta467@example.com,+913362861212,1,0,0,45.0,6,False,False,insufficient_funds,99.0,HIST-0147,False
mandate_failure,Rahul Gupta,rahul.gupta539@example.com,+916083455075,1,0,0,83.0,12,False,False,do_not_honor,2999.0,HIST-0148,False
mandate_failure,Rahul Reddy,rahul.reddy461@example.com,+916060544443,1,0,0,84.0,4,False,False,do_not_honor,1499.0,HIST-0149,True
mandate_failure,Arjun Gupta,arjun.gupta197@example.com,+917076867181,2,0,0,83.0,-7,False,False,insufficient_funds,299.0,HIST-0150,False
mandate_failure,Karan Khan,karan.khan344@example.com,+918552112160,1,0,0,84.0,-14,False,False,risk_block,1499.0,HIST-0151,False
mandate_failure,Riya Iyer,riya.iyer739@example.com,+911278288612,1,0,0,93.0,-8,False,False,bank_timeout,999.0,HIST-0152,False
mandate_failure,Diya Mehta,diya.mehta265@example.com,+910383626656,2,0,0,39.0,11,True,False,insufficient_funds,1499.0,HIST-0153,False
mandate_failure,Neha Mehta,neha.mehta363@example.com,+918701184676,1,0,0,35.0,8,False,False,insufficient_funds,99.0,HIST-0154,False
mandate_failure,Kabir Iyer,kabir.iyer196@example.com,+915334674566,1,0,0,53.0,5,False,False,risk_block,199.0,HIST-0155,False
mandate_failure,Vivaan Gupta,vivaan.gupta992@example.com,+916068034111,0,0,0,37.0,-7,False,False,do_not_honor,199.0,HIST-0156,False
mandate_failure,Pooja Mehta,pooja.mehta802@example.com,+915252122108,0,0,0,84.0,-3,False,False,insufficient_funds,2999.0,HIST-0157,False
mandate_failure,Diya Sharma,diya.sharma85@example.com,+911753711385,0,0,0,61.0,-8,False,False,bank_timeout,1499.0,HIST-0158,True
mandate_failure,Vivaan Mehta,vivaan.mehta306@example.com,+910546511718,1,0,0,87.0,-14,False,False,bank_timeout,2999.0,HIST-0159,True
mandate_failure,Isha Rao,isha.rao47@example.com,+917165231822,1,0,0,85.0,3,False,False,do_not_honor,499.0,HIST-0160,False
mandate_failure,Kabir Pillai,kabir.pillai912@example.com,+917266262471,2,0,0,75.0,-15,False,False,bank_timeout,499.0,HIST-0161,True
mandate_failure,Priya Pillai,priya.pillai392@example.com,+913355408105,0,0,0,61.0,-7,False,False,risk_block,299.0,HIST-0162,False
mandate_failure,Pooja Joshi,pooja.joshi979@example.com,+914772261325,2,0,0,25.0,14,False,False,bank_timeout,2999.0,HIST-0163,True
mandate_failure,Rahul Kapoor,rahul.kapoor320@example.com,+915544043776,1,0,0,86.0,14,False,False,insufficient_funds,99.0,HIST-0164,False
mandate_failure,Vivaan Mehta,vivaan.mehta258@example.com,+914726672144,0,0,0,40.0,9,True,False,bank_timeout,1499.0,HIST-0165,False
mandate_failure,Rohan Pillai,rohan.pillai442@example.com,+916053684041,0,0,0,25.0,-9,False,False,do_not_honor,499.0,HIST-0166,False
mandate_failure,Sneha Sharma,sneha.sharma349@example.com,+918511281868,0,0,0,39.0,-6,False,False,insufficient_funds,1499.0,HIST-0167,False
mandate_failure,Priya Verma,priya.verma380@example.com,+910080001476,0,0,0,53.0,4,False,False,bank_timeout,999.0,HIST-0168,True
mandate_failure,Sneha Khan,sneha.khan522@example.com,+918634631401,0,0,0,35.0,-2,False,False,bank_timeout,1499.0,HIST-0169,True
mandate_failure,Pooja Singh,pooja.singh688@example.com,+912865770761,1,0,0,70.0,6,False,False,insufficient_funds,299.0,HIST-0170,True
mandate_failure,Rahul Pillai,rahul.pillai568@example.com,+912234254515,2,0,0,72.0,4,False,False,insufficient_funds,299.0,HIST-0171,False
mandate_failure,Karan Verma,karan.verma750@example.com,+914033082237,2,0,0,57.0,10,False,False,insufficient_funds,1499.0,HIST-0172,True
mandate_failure,Aditya Pillai,aditya.pillai472@example.com,+914405688484,2,0,0,29.0,-12,False,False,do_not_honor,2999.0,HIST-0173,False
mandate_failure,Riya Khan,riya.khan514@example.com,+918345488445,0,0,0,66.0,-13,False,False,insufficient_funds,199.0,HIST-0174,True
mandate_failure,Aarav Reddy,aarav.reddy768@example.com,+914660158108,1,0,0,47.0,-9,False,False,insufficient_funds,299.0,HIST-0175,False
mandate_failure,Rohan Reddy,rohan.reddy290@example.com,+916122884164,2,0,0,76.0,-9,False,False,risk_block,1499.0,HIST-0176,False
mandate_failure,Diya Kapoor,diya.kapoor263@example.com,+915568080435,2,0,0,38.0,-6,False,False,risk_block,299.0,HIST-0177,False
mandate_failure,Riya Singh,riya.singh225@example.com,+912832848885,0,0,0,69.0,-6,False,False,insufficient_funds,1499.0,HIST-0178,False
mandate_failure,Aditya Iyer,aditya.iyer505@example.com,+915533667332,0,0,0,85.0,1,False,False,insufficient_funds,499.0,HIST-0179,True
mandate_failure,Vivaan Gupta,vivaan.gupta105@example.com,+916841082112,2,0,0,24.0,-13,False,False,insufficient_funds,999.0,HIST-0180,True
mandate_failure,Vivaan Singh,vivaan.singh22@example.com,+910701452463,2,0,0,88.0,4,True,False,insufficient_funds,499.0,HIST-0181,False
mandate_failure,Aditya Iyer,aditya.iyer593@example.com,+918346181751,2,0,0,86.0,14,False,False,do_not_honor,1499.0,HIST-0182,False
mandate_failure,Sara Das,sara.das477@example.com,+916362600346,1,0,0,70.0,1,False,False,insufficient_funds,299.0,HIST-0183,True
mandate_failure,Karan Rao,karan.rao522@example.com,+917160074556,2,0,0,65.0,-9,False,False,insufficient_funds,199.0,HIST-0184,False
mandate_failure,Sara Verma,sara.verma177@example.com,+911758315840,2,0,0,24.0,0,False,False,risk_block,499.0,HIST-0185,False
mandate_failure,Arjun Pillai,arjun.pillai196@example.com,+918281470070,1,0,0,69.0,-3,False,False,do_not_honor,999.0,HIST-0186,True
mandate_failure,Neha Kapoor,neha.kapoor739@example.com,+916066174464,2,0,0,76.0,-11,False,False,insufficient_funds,2999.0,HIST-0187,False
mandate_failure,Isha Iyer,isha.iyer377@example.com,+911645846018,0,0,0,80.0,11,False,False,insufficient_funds,2999.0,HIST-0188,True
mandate_failure,Ananya Khan,ananya.khan925@example.com,+911206584140,1,0,0,29.0,-6,False,False,bank_timeout,2999.0,HIST-0189,True
mandate_failure,Pooja Rao,pooja.rao140@example.com,+912430764270,0,0,0,37.0,5,False,False,risk_block,499.0,HIST-0190,False
mandate_failure,Ishaan Kapoor,ishaan.kapoor489@example.com,+912121161042,1,0,0,53.0,6,False,False,insufficient_funds,199.0,HIST-0191,True
mandate_failure,Diya Gupta,diya.gupta425@example.com,+910652325603,1,0,0,47.0,-1,False,False,insufficient_funds,99.0,HIST-0192,False
mandate_failure,Kabir Sharma,kabir.sharma378@example.com,+917415105463,0,0,0,80.0,-12,False,False,insufficient_funds,1499.0,HIST-0193,False
mandate_failure,Rohan Sharma,rohan.sharma978@example.com,+915268267452,2,0,0,50.0,-14,False,False,risk_block,2999.0,HIST-0194,False
